Invoice ID,Invoice Status,Customer ID,Due Date,PurchaseOrder,SubTotal,Total,Balance,Adjustment,Expected Payment Date,Last Payment Date,Item Name,Item Desc,Quantity,Discount,Discount Amount,Item Total,Item Price,Product ID,SKU,Customer Name,Invoice Date,Invoice Number,Account,Account Code,Sales person,Item Type,Usage Unit
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Potato,,10,0.00,0.000,280.00,28.00,209792000054203820,FARMTHFINALCAT93,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Coriander Hybrid,,0.5,0.00,0.000,35.00,70.00,209792000054203577,FARMTHFINALCAT51,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Mint Leaves (Pudhina ),,0.25,0.00,0.000,9.75,39.00,209792000054204036,FARMTHFINALCAT78,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Lemon Yellow,,4,0.00,0.000,380.00,95.00,209792000054203793,FARMTHFINALCAT71,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Garlic Peeled,,0.5,0.00,0.000,57.50,115.00,209792000054203856,FARMTHFINALCAT62,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Lettuce Iceberg,,4,0.00,0.000,360.00,90.00,209792000054204144,FARMTHFINALCAT74,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Lettuce Green,,0.5,0.00,0.000,85.00,170.00,209792000054204072,FARMTHFINALCAT73,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Mushroom Button,,2,0.00,0.000,76.00,38.00,209792000054203640,FARMTHFINALCAT79,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Pc (180 - 200 g/Pc)
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Parsley,,0.25,0.00,0.000,25.00,100.00,209792000054204414,FARMTHFINALCAT89,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Pumpkin Red (Kadoo) (Pc),,2,0.00,0.000,130.00,65.00,209792000054204225,FARMTHFINALCAT95,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Pc (2.5-3 kg/Pc)
209792000800989767,Overdue,209792000290572345,2023-06-06,,2318.75,2318.75,2318.75,0.00,,,Drumstick,,2,0.00,0.000,200.00,100.00,209792000054204000,FARMTHFINALCAT60,CHICKEN WILD WINGS PVT LTD ( AIRPORT),2023-06-06,INV-122276,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,"Capsicum Red (Medium, misshapes, irregular size)",,0.5,0.00,0.000,37.50,75.00,209792000054204117,FARMTHFINALCAT35,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,"Capsicum Green (Medium, misshapes, irregular size)",,3,0.00,0.000,105.00,35.00,209792000054203460,FARMTHFINALCAT33,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Palak,,1,0.00,0.000,45.00,45.00,209792000054203451,FARMTHFINALCAT4832,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,"Capsicum Yellow (Medium, misshapes, irregular size)",,0.5,0.00,0.000,37.50,75.00,209792000054204135,FARMTHFINALCAT37,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,"Cauliflower (Medium, approx 300-500gm/pc)",,6,0.00,0.000,96.00,16.00,209792000054203595,FARMTHFINALCAT42,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Pc
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,"Lemon (medium, spots, 25-40 pcs/kg)",,5,0.00,0.000,350.00,70.00,209792000054203784,FARMTHFINALCAT5523,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Onion,,50,0.00,0.000,1300.00,26.00,209792000054203667,FARMTHFINALCAT81,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Potato,,5,0.00,0.000,140.00,28.00,209792000054203820,FARMTHFINALCAT93,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Baby Potato,,2,0.00,0.000,64.00,32.00,209792000054204387,FARMTHFINALCAT10,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Coriander Hybrid,,2.5,0.00,0.000,175.00,70.00,209792000054203577,FARMTHFINALCAT51,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Ginger (Small),,1,0.00,0.000,150.00,150.00,209792000054203865,FARMTHFINALCAT65,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Broccoli  - Big,,1.5,0.00,0.000,172.50,115.00,209792000054203523,FARMTHFINALCAT27,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Cucumber Indian - Medium,,1,0.00,0.000,26.00,26.00,209792000054203748,FARMTHFINALCAT55,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Beans Haricot,,1,0.00,0.000,118.00,118.00,209792000054203757,FARMTHFINALCAT17,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Garlic Whole,,1,0.00,0.000,100.00,100.00,209792000054204009,FARMTHFINALCAT63,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Banana Leaf,,5,0.00,0.000,21.00,4.20,209792000054203829,FARMTHFINALCAT12,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Pc
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Coconut,,2,0.00,0.000,48.00,24.00,209792000054203847,FARMTHFINALCAT50,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Pc
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Chilli Long Green,,1,0.00,0.000,65.00,65.00,209792000054203955,FARMTHFINALCAT45,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Mint Leaves (Pudhina ),,2,0.00,0.000,78.00,39.00,209792000054204036,FARMTHFINALCAT78,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Orange Imported,,1.5,0.00,0.000,172.50,115.00,209792000054203532,FARMTHFINALCAT84,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989809,Overdue,209792000051286209,2023-06-06,,3496.00,3496.00,3496.00,0.00,,,Pineapple,,3,0.00,0.000,195.00,65.00,209792000054203604,FARMTHFINALCAT91,BLUE PLANET FOOD'S PVT LTD (SALT),2023-06-06,INV-122277,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Capsicum Green (Medium, misshapes, irregular size)",,1,0.00,0.000,35.00,35.00,209792000054203460,FARMTHFINALCAT33,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Cucumber Indian (Big, misshapes)",,2,0.00,0.000,32.00,16.00,209792000054203739,FARMTHFINALCAT54,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Carrot Local - Medium,,7,0.00,0.000,273.00,39.00,209792000054203883,FARMTHFINALCAT39,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Lemon (medium, spots, 25-40 pcs/kg)",,1,0.00,0.000,70.00,70.00,209792000054203784,FARMTHFINALCAT5523,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Bottle Gourd  (Lauki) - Big, patches",,3,0.00,0.000,60.00,20.00,209792000054203991,FARMTHFINALCAT22,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Ginger,,2,0.00,0.000,370.00,185.00,209792000054203874,FARMTHFINALCAT64,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Beans Haricot,,1,0.00,0.000,118.00,118.00,209792000054203757,FARMTHFINALCAT17,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Coconut,,1,0.00,0.000,24.00,24.00,209792000054203847,FARMTHFINALCAT50,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Pc
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Garlic Peeled,,0.5,0.00,0.000,57.50,115.00,209792000054203856,FARMTHFINALCAT62,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Chilli Long Green,,0.5,0.00,0.000,32.50,65.00,209792000054203955,FARMTHFINALCAT45,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Capsicum Red (Medium, misshapes, irregular size)",,0.5,0.00,0.000,37.50,75.00,209792000054204117,FARMTHFINALCAT35,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Capsicum Yellow (Medium, misshapes, irregular size)",,0.5,0.00,0.000,37.50,75.00,209792000054204135,FARMTHFINALCAT37,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Zucchini Green - Medium,,0.5,0.00,0.000,70.00,140.00,209792000054203730,FARMTHFINALCAT111,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Broccoli  - Big,,0.5,0.00,0.000,57.50,115.00,209792000054203523,FARMTHFINALCAT27,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Lettuce Green,,0.25,0.00,0.000,42.50,170.00,209792000054204072,FARMTHFINALCAT73,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Mushroom Button,,1,0.00,0.000,38.00,38.00,209792000054203640,FARMTHFINALCAT79,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Pc (180 - 200 g/Pc)
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Lettuce Iceberg,,2,0.00,0.000,180.00,90.00,209792000054204144,FARMTHFINALCAT74,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Cucumber English,,0.5,0.00,0.000,31.00,62.00,209792000054204162,FARMTHFINALCAT53,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Lemongrass,,0.25,0.00,0.000,23.75,95.00,209792000054204405,FARMTHFINALCAT72,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Basil Leaves,,0.25,0.00,0.000,20.00,80.00,209792000054204504,FARMTHFINALCAT15,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Palak,,2,0.00,0.000,90.00,45.00,209792000054203451,FARMTHFINALCAT4832,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Coriander Hybrid,,1,0.00,0.000,70.00,70.00,209792000054203577,FARMTHFINALCAT51,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Curry Leaves,,0.1,0.00,0.000,6.50,65.00,209792000054203838,FARMTHFINALCAT57,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Mint Leaves (Pudhina ),,1,0.00,0.000,39.00,39.00,209792000054204036,FARMTHFINALCAT78,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,"Potato  - (Medium, 17-20 pcs/kg)",,5,0.00,0.000,105.00,21.00,209792000054203811,FARMTHFINALCAT94,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Onion  - Medium,,5,0.00,0.000,95.00,19.00,209792000054203658,FARMTHFINALCAT82,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989863,Overdue,209792000083903216,2023-06-06,,2093.25,2093.25,2093.25,0.00,,,Banana Robusta,,2,0.00,0.000,78.00,39.00,209792000054203487,FARMTHFINALCAT14,YOGISTHAAN ( INDIRANAGAR),2023-06-06,INV-122278,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Palak,,0.5,0.00,0.000,22.50,45.00,209792000054203451,FARMTHFINALCAT4832,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Coriander Hybrid,,0.5,0.00,0.000,35.00,70.00,209792000054203577,FARMTHFINALCAT51,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Celery,,0.5,0.00,0.000,52.50,105.00,209792000054204369,FARMTHFINALCAT43,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Parsley,,1.25,0.00,0.000,125.00,100.00,209792000054204414,FARMTHFINALCAT89,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Spring Onion,,0.5,0.00,0.000,30.00,60.00,209792000054203685,FARMTHFINALCAT102,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Zucchini Green - Medium,,0.6,0.00,0.000,84.00,140.00,209792000054203730,FARMTHFINALCAT111,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Carrot Local,,5,0.00,0.000,330.00,66.00,209792000054203892,FARMTHFINALCAT38,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Cucumber Indian - Medium,,5,0.00,0.000,130.00,26.00,209792000054203748,FARMTHFINALCAT55,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Lettuce Iceberg,,2,0.00,0.000,180.00,90.00,209792000054204144,FARMTHFINALCAT74,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Lettuce Romaine,,1.5,0.00,0.000,195.00,130.00,209792000054204207,FARMTHFINALCAT76,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Lettuce Green,,0.5,0.00,0.000,85.00,170.00,209792000054204072,FARMTHFINALCAT73,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Mushroom Button,,2,0.00,0.000,76.00,38.00,209792000054203640,FARMTHFINALCAT79,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Pc (180 - 200 g/Pc)
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Chilli Long Green,,0.5,0.00,0.000,32.50,65.00,209792000054203955,FARMTHFINALCAT45,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Tomato Hybrid,,5,0.00,0.000,180.00,36.00,209792000054203559,FARMTHFINALCAT106,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Lemon Green ( Lime ),,1,0.00,0.000,95.00,95.00,209792000054203802,FARMTHFINALCAT70,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Garlic Peeled,,0.5,0.00,0.000,57.50,115.00,209792000054203856,FARMTHFINALCAT62,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989927,Overdue,209792000000759681,2023-06-06,,1802.50,1802.50,1802.50,0.00,,,Ginger,,0.5,0.00,0.000,92.50,185.00,209792000054203874,FARMTHFINALCAT64,CHICKEN WILD WINGS PVT LTD,2023-06-06,INV-122279,Sales,,,goods,1 Kg
209792000800989973,Overdue,209792000000137255,2023-06-06,,914.00,914.00,914.00,0.00,,,Tomato Hybrid,,4,0.00,0.000,144.00,36.00,209792000054203559,FARMTHFINALCAT106,NISHIT (LA PINOZ KOR),2023-06-06,INV-122280,Sales,,,goods,1 Kg
209792000800989973,Overdue,209792000000137255,2023-06-06,,914.00,914.00,914.00,0.00,,,Capsicum Green - Big,,10,0.00,0.000,640.00,64.00,209792000054203496,FARMTHFINALCAT32,NISHIT (LA PINOZ KOR),2023-06-06,INV-122280,Sales,,,goods,1 Kg
209792000800989973,Overdue,209792000000137255,2023-06-06,,914.00,914.00,914.00,0.00,,,Onion,,5,0.00,0.000,130.00,26.00,209792000054203667,FARMTHFINALCAT81,NISHIT (LA PINOZ KOR),2023-06-06,INV-122280,Sales,,,goods,1 Kg
209792000800989989,Overdue,209792000465050529,2023-06-06,,1461.75,1461.75,1461.75,0.00,,,"Capsicum Green (Medium, misshapes, irregular size)",,1,0.00,0.000,35.00,35.00,209792000054203460,FARMTHFINALCAT33,NOW BOARDING (JAYANAGAR),2023-06-06,INV-122281,Sales,,,goods,1 Kg
